"station_id","obsTime","ELEV","WDIR","WDSD","TEMP","HUMD","PRES","SUN","H_24R","H_FX","H_XD","H_FXT","D_TX","D_TXT","D_TN","D_TNT"
"C0M770","2019-07-04 19:00:00","164.000","94.000","0.400","27.700","0.920","989.900","-99.000","2.500","-99.000","-99.000","-99.000","33.700","","25.300",""
"C0A9B0","2019-07-04 19:00:00","7.000","0.000","0.000","31.000","0.610","1005.600","-99.000","0.000","-99.000","-99.000","-99.000","33.500","","27.000",""
"C0F9Y0","2019-07-04 19:00:00","3313.000","222.000","4.300","8.800","1.000","687.700","-99.000","0.500","10.800","214.000","","10.900","","8.300",""
"C0E790","2019-07-04 19:00:00","344.000","177.000","1.500","28.800","0.650","969.600","-99.000","0.000","7.700","149.000","","32.400","","26.400",""
"C0O810","2019-07-04 19:00:00","161.000","0.000","0.200","25.800","0.990","993.200","-99.000","8.500","-99.000","-99.000","-99.000","34.000","","23.800",""
"C0R520","2019-07-04 19:00:00","18.000","192.000","0.600","29.900","0.800","1008.000","-99.000","8.500","-99.000","-99.000","-99.000","32.900","","25.700",""
"C0G880","2019-07-04 19:00:00","92.000","51.000","1.000","27.400","0.830","998.900","-99.000","3.500","-99.000","-99.000","-99.000","34.100","","25.300",""
"C0X270","2019-07-04 19:00:00","33.000","215.000","0.800","27.400","1.000","1005.600","-99.000","2.500","-99.000","-99.000","-99.000","33.700","","24.600",""
"C0R260","2019-07-04 19:00:00","76.000","30.000","0.600","28.300","0.860","999.900","-99.000","12.000","-99.000","-99.000","-99.000","33.100","","24.400",""
"C0U950","2019-07-04 19:00:00","1012.000","182.000","0.500","22.100","0.910","899.700","-99.000","0.000","-99.000","-99.000","-99.000","25.800","","20.800",""
"C0O860","2019-07-04 19:00:00","38.000","158.000","1.000","27.800","0.990","1003.700","-99.000","4.000","-99.000","-99.000","-99.000","33.100","","25.200",""
"C0X110","2019-07-04 19:00:00","20.000","196.000","1.200","28.900","0.980","1006.700","-99.000","13.000","-99.000","-99.000","-99.000","32.300","","25.400",""
"C0V310","2019-07-04 19:00:00","46.000","52.000","0.600","28.100","0.920","1002.400","-99.000","2.500","-99.000","-99.000","-99.000","34.500","","24.200",""
"C0G620","2019-07-04 19:00:00","110.000","212.000","0.800","27.000","0.900","997.000","-99.000","3.500","-99.000","-99.000","-99.000","34.300","","25.000",""
"C0AD50","2019-07-04 19:00:00","84.000","263.000","1.000","30.700","0.690","997.700","-99.000","0.500","-99.000","-99.000","-99.000","32.600","","26.300",""
"C0A9A0","2019-07-04 19:00:00","24.000","14.000","1.700","30.500","0.640","1004.100","-99.000","0.000","-99.000","-99.000","-99.000","33.300","","27.100",""
"C0O830","2019-07-04 19:00:00","127.000","230.000","1.000","26.900","0.940","994.500","-99.000","12.000","-99.000","-99.000","-99.000","34.400","","24.100",""
"C0S760","2019-07-04 19:00:00","1621.000","0.000","0.000","19.900","0.880","838.000","-99.000","0.000","-99.000","-99.000","-99.000","26.200","","19.900",""
"C0X160","2019-07-04 19:00:00","26.000","207.000","1.800","28.700","0.890","1005.900","-99.000","3.500","-99.000","-99.000","-99.000","32.300","","25.400",""
"C0C490","2019-07-04 19:00:00","157.000","358.000","0.800","29.300","0.660","989.200","-99.000","0.000","-99.000","-99.000","-99.000","32.600","","26.500",""
"C0F970","2019-07-04 19:00:00","145.000","0.000","0.200","29.000","0.670","991.200","-99.000","1.000","-99.000","-99.000","-99.000","33.600","","26.200",""
"C0M690","2019-07-04 19:00:00","33.000","224.000","2.700","28.200","0.850","1003.900","-99.000","1.000","-99.000","-99.000","-99.000","33.100","","25.400",""
"C0V690","2019-07-04 19:00:00","30.000","170.000","0.800","29.100","0.840","1005.900","-99.000","2.000","-99.000","-99.000","-99.000","30.900","","26.000",""
"C0D590","2019-07-04 19:00:00","143.000","218.000","3.100","28.400","0.760","991.600","-99.000","0.000","8.900","270.000","","30.200","","28.100",""
"C0U990","2019-07-04 19:00:00","31.000","0.000","0.000","30.000","0.760","1004.800","-99.000","0.000","-99.000","-99.000","-99.000","32.500","","26.500",""
"C0A970","2019-07-04 19:00:00","96.000","334.000","2.100","27.600","0.750","997.300","-99.000","0.000","-99.000","-99.000","-99.000","31.100","","26.100",""
"CM0110","2019-07-04 19:00:00","7.000","224.000","1.800","28.600","0.730","1007.400","-99.000","2.000","-99.000","-99.000","-99.000","32.700","","26.100",""
"C0X250","2019-07-04 19:00:00","33.000","173.000","1.300","28.900","0.910","1004.800","-99.000","0.000","-99.000","-99.000","-99.000","33.500","","26.500",""
"C0K520","2019-07-04 19:00:00","10.000","207.000","1.100","27.900","0.850","1006.400","-99.000","1.000","-99.000","-99.000","-99.000","31.600","","25.500",""
"C0Z200","2019-07-04 19:00:00","153.000","351.000","0.400","28.000","0.990","991.200","-99.000","0.000","-99.000","-99.000","-99.000","31.800","","25.300",""
"C0V740","2019-07-04 19:00:00","60.000","144.000","1.600","28.500","0.810","1002.600","-99.000","9.000","-99.000","-99.000","-99.000","33.500","","24.500",""
"C0V790","2019-07-04 19:00:00","410.000","334.000","0.700","26.000","0.870","963.000","-99.000","2.500","-99.000","-99.000","-99.000","33.300","","22.800",""
"C0G860","2019-07-04 19:00:00","45.000","135.000","0.600","28.700","0.780","1001.900","-99.000","6.000","-99.000","-99.000","-99.000","34.500","","25.700",""
"C0F0A0","2019-07-04 19:00:00","3587.000","-99.000","-99.000","8.200","0.890","664.900","-99.000","3.500","8.800","180.000","","8.900","","7.200",""
"C0Z250","2019-07-04 19:00:00","1124.000","0.000","0.000","22.300","0.970","887.600","-99.000","0.000","-99.000","-99.000","-99.000","29.100","","20.500",""
"C0K440","2019-07-04 19:00:00","35.000","229.000","1.600","28.100","0.830","1004.500","-99.000","1.500","-99.000","-99.000","-99.000","35.000","","25.400",""
"C0T900","2019-07-04 19:00:00","160.000","0.000","0.100","26.700","0.870","988.200","-99.000","0.000","-99.000","-99.000","-99.000","32.100","","25.400",""
"C0F9V0","2019-07-04 19:00:00","525.000","181.000","1.900","26.200","0.770","952.700","-99.000","0.500","-99.000","-99.000","-99.000","31.300","","24.300",""
"C0UA20","2019-07-04 19:00:00","2619.000","210.000","6.700","11.100","0.990","738.300","-99.000","1.000","-99.000","-99.000","-99.000","13.600","","11.100",""
"C0M850","2019-07-04 19:00:00","695.000","0.000","0.000","22.900","0.960","932.000","-99.000","2.500","-99.000","-99.000","-99.000","31.000","","21.100",""
"C0G790","2019-07-04 19:00:00","27.000","0.000","0.200","28.800","0.830","1007.600","-99.000","3.500","-99.000","-99.000","-99.000","35.500","","25.600",""
"C0C620","2019-07-04 19:00:00","19.000","236.000","2.100","29.500","0.690","1003.500","-99.000","0.000","-99.000","-99.000","-99.000","31.200","","26.000",""
"C0I360","2019-07-04 19:00:00","300.000","32.000","1.200","26.800","0.820","974.500","-99.000","0.000","-99.000","-99.000","-99.000","32.300","","24.900",""
"C0R370","2019-07-04 19:00:00","55.000","0.000","0.100","26.400","-99.000","1003.600","-99.000","-99.000","-99.000","-99.000","-99.000","29.700","","24.200",""
"C0M810","2019-07-04 19:00:00","1354.000","170.000","0.400","20.400","0.840","865.200","-99.000","1.000","-99.000","-99.000","-99.000","25.600","","18.800",""
"C0AC80","2019-07-04 19:00:00","40.000","76.000","1.100","29.600","0.750","1002.300","-99.000","0.000","-99.000","-99.000","-99.000","32.800","","25.600",""
"CM0140","2019-07-04 19:00:00","26.000","20.000","0.900","29.100","0.760","1004.700","-99.000","0.000","-99.000","-99.000","-99.000","32.000","","27.200",""
"C0K490","2019-07-04 19:00:00","91.000","165.000","0.400","28.300","0.810","998.100","-99.000","1.000","-99.000","-99.000","-99.000","33.900","","24.500",""
"C0V820","2019-07-04 19:00:00","441.000","0.000","0.200","24.600","0.960","962.200","-99.000","4.500","-99.000","-99.000","-99.000","31.900","","21.900",""
"C0S810","2019-07-04 19:00:00","65.000","339.000","0.800","27.300","0.930","1001.900","-99.000","0.000","-99.000","-99.000","-99.000","33.400","","25.400",""
"C0Z330","2019-07-04 19:00:00","488.000","0.000","0.000","25.600","0.870","954.900","-99.000","0.000","-99.000","-99.000","-99.000","32.600","","23.900",""
"C0E590","2019-07-04 19:00:00","40.000","198.000","2.000","29.600","0.730","1002.300","-99.000","0.000","-99.000","-99.000","-99.000","34.200","","28.600",""
"C0D540","2019-07-04 19:00:00","227.000","0.000","0.000","27.400","0.700","982.500","-99.000","0.000","-99.000","-99.000","-99.000","32.200","","24.100",""
"C0K420","2019-07-04 19:00:00","42.000","237.000","1.200","28.600","0.820","1003.500","-99.000","1.000","-99.000","-99.000","-99.000","33.700","","25.800",""
"C0Z180","2019-07-04 19:00:00","34.000","355.000","0.700","27.400","0.830","1003.800","-99.000","0.000","-99.000","-99.000","-99.000","30.400","","26.800",""
"C0AD10","2019-07-04 19:00:00","27.000","239.000","1.300","30.600","0.610","1003.700","-99.000","0.000","-99.000","-99.000","-99.000","31.700","","27.400",""
"C0M720","2019-07-04 19:00:00","225.000","335.000","1.400","27.200","0.820","983.200","-99.000","3.500","-99.000","-99.000","-99.000","34.300","","24.500",""
"C0V450","2019-07-04 19:00:00","51.000","158.000","0.600","27.300","0.990","1002.500","-99.000","3.500","-99.000","-99.000","-99.000","32.100","","24.800",""
"C0R280","2019-07-04 19:00:00","242.000","276.000","1.800","26.400","-99.000","980.700","-99.000","22.500","-99.000","-99.000","-99.000","28.500","","24.600",""
"C0E610","2019-07-04 19:00:00","850.000","217.000","1.100","23.900","0.680","916.400","-99.000","0.000","-99.000","-99.000","-99.000","27.200","","23.400",""
"C0V610","2019-07-04 19:00:00","22.000","150.000","1.300","29.300","1.000","1005.900","-99.000","0.500","-99.000","-99.000","-99.000","32.100","","25.600",""
"C0Z310","2019-07-04 19:00:00","59.000","351.000","0.600","26.800","0.990","1001.600","-99.000","0.000","-99.000","-99.000","-99.000","29.800","","26.700",""
"C0S700","2019-07-04 19:00:00","507.000","0.000","0.000","25.700","0.860","952.100","-99.000","0.000","-99.000","-99.000","-99.000","32.800","","24.300",""
"C0T9G0","2019-07-04 19:00:00","605.000","0.000","0.000","24.500","0.990","944.000","-99.000","0.000","-99.000","-99.000","-99.000","28.500","","23.600",""
"C0U520","2019-07-04 19:00:00","517.000","0.000","0.100","25.300","0.990","953.000","-99.000","0.000","-99.000","-99.000","-99.000","29.900","","23.100",""
"C0E750","2019-07-04 19:00:00","62.000","218.000","3.100","30.400","0.620","1000.100","-99.000","0.000","8.400","187.000","","33.700","","29.800",""
"C0R400","2019-07-04 19:00:00","15.000","0.000","0.200","28.700","-99.000","1007.200","-99.000","7.000","-99.000","-99.000","-99.000","32.100","","24.900",""
"C0G660","2019-07-04 19:00:00","27.000","133.000","1.200","27.600","0.860","1006.800","-99.000","3.000","-99.000","-99.000","-99.000","33.600","","25.100",""
"C0W140","2019-07-04 19:00:00","21.000","-99.000","-99.000","-99.000","-99.000","-99.000","-99.000","-99.000","-99.000","-99.000","-99.000","-999.000","","-999.000",""
"C0U720","2019-07-04 19:00:00","1260.000","19.000","1.300","21.400","0.990","885.000","-99.000","0.000","-99.000","-99.000","-99.000","26.200","","20.200",""
"C0X150","2019-07-04 19:00:00","18.000","207.000","1.200","29.100","0.910","1007.700","-99.000","6.000","-99.000","-99.000","-99.000","32.900","","25.600",""
"C0Z050","2019-07-04 19:00:00","830.000","186.000","0.300","24.200","0.950","919.200","-99.000","0.000","-99.000","-99.000","-99.000","27.500","","20.900",""
"C0I490","2019-07-04 19:00:00","1601.000","65.000","1.900","18.600","0.990","841.600","-99.000","1.000","-99.000","-99.000","-99.000","24.900","","17.500",""
"C0I090","2019-07-04 19:00:00","910.000","297.000","0.800","23.000","0.950","911.000","-99.000","1.000","-99.000","-99.000","-99.000","28.300","","21.800",""
"C0X240","2019-07-04 19:00:00","394.000","168.000","0.700","25.400","0.820","965.600","-99.000","10.000","-99.000","-99.000","-99.000","31.800","","23.400",""
"C0E850","2019-07-04 19:00:00","104.000","240.000","2.700","29.900","0.620","994.800","-99.000","0.000","8.700","250.000","","32.900","","28.500",""
"C0T9B0","2019-07-04 19:00:00","558.000","0.000","0.200","24.500","0.860","947.600","-99.000","0.000","-99.000","-99.000","-99.000","27.200","","23.900",""
"C0G650","2019-07-04 19:00:00","34.000","170.000","0.600","28.100","0.990","1004.300","-99.000","5.000","-99.000","-99.000","-99.000","34.300","","25.300",""
"C0K580","2019-07-04 19:00:00","26.000","233.000","2.000","28.600","0.790","1006.200","-99.000","1.000","-99.000","-99.000","-99.000","33.300","","24.800",""
"C0X050","2019-07-04 19:00:00","25.000","204.000","1.700","28.000","0.870","1004.600","-99.000","2.000","-99.000","-99.000","-99.000","33.500","","26.100",""
"CM0100","2019-07-04 19:00:00","25.000","234.000","2.600","29.800","0.640","1004.100","-99.000","0.000","-99.000","-99.000","-99.000","31.700","","29.100",""
"CM0130","2019-07-04 19:00:00","11.000","145.000","2.800","28.700","0.800","1008.100","-99.000","16.500","-99.000","-99.000","-99.000","30.600","","25.600",""
"C0W110","2019-07-04 19:00:00","16.000","196.000","5.800","24.100","0.860","1004.600","-99.000","8.000","-99.000","-99.000","-99.000","26.300","","22.200",""
"C0X120","2019-07-04 19:00:00","28.000","177.000","2.300","28.800","0.990","1005.400","-99.000","4.000","-99.000","-99.000","-99.000","32.800","","25.300",""
"C0R100","2019-07-04 19:00:00","1006.000","275.000","0.600","20.200","0.970","901.600","-99.000","3.000","-99.000","-99.000","-99.000","27.300","","19.800",""
"C0C700","2019-07-04 19:00:00","151.000","267.000","1.400","29.800","0.600","990.400","-99.000","0.000","-99.000","-99.000","-99.000","31.600","","26.100",""
"C0A560","2019-07-04 19:00:00","405.000","0.000","0.100","26.200","1.000","960.800","-99.000","0.000","-99.000","-99.000","-99.000","30.800","","23.100",""
"C0X190","2019-07-04 19:00:00","10.000","165.000","1.100","28.600","0.990","1007.000","-99.000","17.000","-99.000","-99.000","-99.000","31.700","","25.100",""
"C0A880","2019-07-04 19:00:00","6.000","172.000","0.300","26.700","0.890","1004.200","-99.000","0.000","-99.000","-99.000","-99.000","30.400","","24.500",""
"C0I530","2019-07-04 19:00:00","3014.000","224.000","8.300","9.200","1.000","702.500","-99.000","5.000","16.100","208.000","","10.700","","8.700",""
"C0M670","2019-07-04 19:00:00","43.000","222.000","0.900","28.800","0.800","1003.000","-99.000","4.500","-99.000","-99.000","-99.000","34.100","","25.100",""
"C0Z061","2019-07-04 19:00:00","174.000","79.000","0.500","27.800","0.850","990.700","-99.000","0.000","-99.000","-99.000","-99.000","34.200","","24.900",""
"C0M730","2019-07-04 19:00:00","40.000","0.000","0.200","28.800","0.850","1003.200","-99.000","4.500","-99.000","-99.000","-99.000","34.500","","25.600",""
"C0U750","2019-07-04 19:00:00","398.000","116.000","5.100","25.300","0.860","963.400","-99.000","0.000","-99.000","-99.000","-99.000","27.100","","23.700",""
"C0A650","2019-07-04 19:00:00","287.000","0.000","0.000","26.600","0.990","975.400","-99.000","0.000","-99.000","-99.000","-99.000","31.000","","23.500",""
"C0K400","2019-07-04 19:00:00","65.000","161.000","0.900","28.800","0.850","1001.700","-99.000","3.000","-99.000","-99.000","-99.000","33.800","","25.100",""
"C0I370","2019-07-04 19:00:00","671.000","138.000","0.500","24.800","0.840","936.400","-99.000","0.500","-99.000","-99.000","-99.000","30.700","","22.100",""
"C0S750","2019-07-04 19:00:00","2280.000","321.000","0.500","17.100","0.730","773.900","-99.000","0.500","-99.000","-99.000","-99.000","21.400","","13.600",""
"C0R650","2019-07-04 19:00:00","29.000","0.000","0.000","29.600","0.780","1006.800","-99.000","3.000","-99.000","-99.000","-99.000","33.000","","25.400",""
"C0E740","2019-07-04 19:00:00","27.000","234.000","1.800","30.000","0.680","1003.800","-99.000","0.000","-99.000","-99.000","-99.000","33.200","","29.600",""
"C0AI20","2019-07-04 19:00:00","25.000","231.000","1.700","29.100","0.680","1003.800","-99.000","0.000","-99.000","-99.000","-99.000","31.300","","25.900",""
"C0E550","2019-07-04 19:00:00","84.000","256.000","2.800","30.100","0.610","998.500","-99.000","0.000","9.600","236.000","","32.800","","28.700",""
"C0X060","2019-07-04 19:00:00","19.000","172.000","1.000","27.900","0.920","1008.000","-99.000","3.000","-99.000","-99.000","-99.000","32.800","","24.800",""
"C0R510","2019-07-04 19:00:00","31.000","221.000","0.600","29.700","0.760","1005.400","-99.000","4.500","-99.000","-99.000","-99.000","33.100","","25.400",""
"C0AC60","2019-07-04 19:00:00","55.000","0.000","0.000","30.800","0.590","1000.400","-99.000","0.000","-99.000","-99.000","-99.000","33.200","","26.600",""
"C0UA70","2019-07-04 19:00:00","547.000","349.000","2.000","24.800","0.900","947.900","-99.000","0.000","-99.000","-99.000","-99.000","27.900","","22.800",""
"C0G740","2019-07-04 19:00:00","24.000","229.000","1.100","27.900","0.830","1005.900","-99.000","2.500","-99.000","-99.000","-99.000","32.500","","25.500",""
"C0F9N0","2019-07-04 19:00:00","75.000","100.000","1.100","29.900","0.710","1000.000","-99.000","1.500","-99.000","-99.000","-99.000","35.200","","27.700",""
"C0F9T0","2019-07-04 19:00:00","111.000","190.000","1.400","29.600","0.690","996.100","-99.000","1.000","-99.000","-99.000","-99.000","33.800","","26.800",""
"C0S710","2019-07-04 19:00:00","382.000","348.000","0.800","27.200","0.740","965.700","-99.000","0.500","-99.000","-99.000","-99.000","32.300","","22.700",""
"C0X220","2019-07-04 19:00:00","26.000","185.000","1.400","28.600","0.830","1005.600","-99.000","2.500","-99.000","-99.000","-99.000","31.900","","24.700",""
"C0R560","2019-07-04 19:00:00","22.000","141.000","1.100","29.400","0.720","1006.500","-99.000","3.000","-99.000","-99.000","-99.000","32.600","","25.300",""
"C0F9P0","2019-07-04 19:00:00","26.000","194.000","2.500","29.700","0.730","1005.300","-99.000","0.000","-99.000","-99.000","-99.000","34.200","","28.400",""
"C0AH00","2019-07-04 19:00:00","38.000","101.000","1.700","29.700","0.810","1002.300","-99.000","0.000","-99.000","-99.000","-99.000","32.600","","25.900",""
"C0X080","2019-07-04 19:00:00","2.000","180.000","1.700","28.300","0.910","1008.200","-99.000","9.500","-99.000","-99.000","-99.000","32.700","","24.900",""
"CM0150","2019-07-04 19:00:00","11.000","0.000","0.200","28.600","0.750","1005.200","-99.000","0.000","-99.000","-99.000","-99.000","31.600","","25.600",""
"C0I480","2019-07-04 19:00:00","2165.000","0.000","0.000","14.400","0.960","789.500","-99.000","4.500","-99.000","-99.000","-99.000","19.200","","14.100",""
"C0A860","2019-07-04 19:00:00","362.000","0.000","0.200","25.600","0.920","967.000","-99.000","0.000","-99.000","-99.000","-99.000","29.000","","24.000",""
"C0U940","2019-07-04 19:00:00","25.000","202.000","0.600","28.800","0.790","1005.400","-99.000","0.000","-99.000","-99.000","-99.000","32.600","","26.200",""
"C0V260","2019-07-04 19:00:00","126.000","13.000","0.900","28.700","0.860","994.800","-99.000","1.000","-99.000","-99.000","-99.000","35.200","","24.400",""
"C0H990","2019-07-04 19:00:00","3076.000","213.000","7.300","9.400","0.990","707.300","-99.000","1.500","-99.000","-99.000","-99.000","11.000","","8.500",""
"C0AH90","2019-07-04 19:00:00","660.000","0.000","0.000","24.700","0.950","937.600","-99.000","0.500","-99.000","-99.000","-99.000","29.500","","22.400",""
"C0W150","2019-07-04 19:00:00","42.000","243.000","1.300","27.800","0.970","1003.000","-99.000","14.500","-99.000","-99.000","-99.000","29.400","","26.400",""
"C0F000","2019-07-04 19:00:00","273.000","223.000","0.800","26.500","0.980","976.600","-99.000","1.500","-99.000","-99.000","-99.000","31.400","","25.200",""
"C0K410","2019-07-04 19:00:00","20.000","245.000","2.300","28.300","0.850","1005.300","-99.000","0.500","-99.000","-99.000","-99.000","32.400","","25.800",""
"C0R140","2019-07-04 19:00:00","740.000","137.000","0.400","22.900","0.920","931.100","-99.000","5.000","-99.000","-99.000","-99.000","28.600","","21.100",""
"C0V800","2019-07-04 19:00:00","256.000","341.000","0.500","-99.000","-99.000","978.700","-99.000","1.500","-99.000","-99.000","-99.000","-999.000","","-999.000",""
"C0S830","2019-07-04 19:00:00","288.000","236.000","1.500","26.400","0.930","976.200","-99.000","0.000","-99.000","-99.000","-99.000","33.600","","26.000",""
"C0V640","2019-07-04 19:00:00","35.000","198.000","1.100","30.000","0.810","1004.600","-99.000","3.500","-99.000","-99.000","-99.000","32.600","","26.200",""
"C0AH80","2019-07-04 19:00:00","68.000","345.000","0.600","28.800","0.860","998.700","-99.000","0.000","-99.000","-99.000","-99.000","32.300","","25.200",""
"C0K250","2019-07-04 19:00:00","12.000","229.000","1.900","27.300","0.890","1007.100","-99.000","1.000","-99.000","-99.000","-99.000","32.800","","24.300",""
"C0I410","2019-07-04 19:00:00","180.000","98.000","0.400","28.500","0.770","988.000","-99.000","1.000","-99.000","-99.000","-99.000","34.000","","25.600",""
"C0M410","2019-07-04 19:00:00","245.000","350.000","0.600","25.100","1.000","977.600","-99.000","2.000","-99.000","-99.000","-99.000","32.300","","22.200",""
"C0F9Z0","2019-07-04 19:00:00","3193.000","230.000","4.000","10.400","0.860","697.600","-99.000","1.000","11.700","265.000","","12.100","","8.700",""
"C0G810","2019-07-04 19:00:00","26.000","161.000","0.500","28.200","0.800","1003.500","-99.000","5.000","-99.000","-99.000","-99.000","33.800","","25.500",""
"C0U650","2019-07-04 19:00:00","442.000","0.000","0.100","26.400","0.800","959.200","-99.000","0.500","-99.000","-99.000","-99.000","29.400","","24.200",""
"C0D660","2019-07-04 19:00:00","65.000","251.000","5.100","30.000","0.640","999.400","-99.000","0.000","10.500","249.000","","32.200","","29.500",""
"C0E540","2019-07-04 19:00:00","32.000","218.000","2.900","29.700","0.690","1003.700","-99.000","0.000","-99.000","-99.000","-99.000","33.300","","28.200",""
"C0W170","2019-07-04 19:00:00","42.000","152.000","3.000","26.800","0.910","1000.000","-99.000","0.500","11.200","202.000","","29.200","","26.100",""
"C0Z150","2019-07-04 19:00:00","27.000","0.000","0.000","28.300","0.830","1005.300","-99.000","0.000","-99.000","-99.000","-99.000","30.400","","26.800",""
"C0S840","2019-07-04 19:00:00","22.000","190.000","1.900","29.000","0.740","1006.800","-99.000","5.500","-99.000","-99.000","-99.000","32.700","","25.200",""
"C0H9A0","2019-07-04 19:00:00","1595.000","0.000","0.000","18.800","0.990","845.400","-99.000","2.000","-99.000","-99.000","-99.000","26.100","","18.100",""
"C0Z300","2019-07-04 19:00:00","182.000","0.000","0.000","28.700","0.850","987.900","-99.000","0.000","-99.000","-99.000","-99.000","33.100","","24.500",""
"C0G730","2019-07-04 19:00:00","27.000","223.000","2.200","28.300","0.890","1006.000","-99.000","2.000","-99.000","-99.000","-99.000","32.500","","25.600",""
"C0V730","2019-07-04 19:00:00","33.000","0.000","0.000","29.100","0.860","1005.500","-99.000","3.000","-99.000","-99.000","-99.000","32.300","","25.600",""
"C0S900","2019-07-04 19:00:00","27.000","211.000","4.100","29.600","0.790","1006.400","-99.000","0.500","9.400","229.000","","30.600","","28.100",""
"C0C480","2019-07-04 19:00:00","105.000","264.000","0.600","30.300","0.600","995.000","-99.000","0.000","-99.000","-99.000","-99.000","32.600","","26.800",""
"C0V720","2019-07-04 19:00:00","15.000","197.000","0.800","30.100","0.810","1006.800","-99.000","3.500","-99.000","-99.000","-99.000","32.500","","26.100",""
"C0UA60","2019-07-04 19:00:00","566.000","174.000","0.600","24.400","0.930","945.900","-99.000","0.000","-99.000","-99.000","-99.000","31.100","","23.800",""
"C0A980","2019-07-04 19:00:00","11.000","301.000","0.400","30.300","0.620","1006.000","-99.000","0.500","-99.000","-99.000","-99.000","34.500","","26.400",""
"C0C670","2019-07-04 19:00:00","250.000","226.000","1.100","28.800","0.630","979.400","-99.000","0.000","-99.000","-99.000","-99.000","31.600","","25.100",""
"C0K550","2019-07-04 19:00:00","15.000","221.000","0.800","28.400","0.860","1007.100","-99.000","0.500","-99.000","-99.000","-99.000","33.100","","26.000",""
"C0R350","2019-07-04 19:00:00","35.000","277.000","2.200","28.000","-99.000","1004.100","-99.000","6.000","-99.000","-99.000","-99.000","31.200","","26.200",""
"C0T9F0","2019-07-04 19:00:00","251.000","345.000","0.400","25.600","0.930","980.400","-99.000","0.000","-99.000","-99.000","-99.000","30.500","","25.200",""
"C0D390","2019-07-04 19:00:00","146.000","0.000","0.000","27.000","0.820","989.100","-99.000","0.000","-99.000","-99.000","-99.000","33.400","","24.600",""
"C0E430","2019-07-04 19:00:00","258.000","224.000","0.600","28.300","0.620","981.200","-99.000","0.000","-99.000","-99.000","-99.000","33.200","","24.000",""
"C0O990","2019-07-04 19:00:00","18.000","138.000","0.800","27.700","0.990","1006.100","-99.000","2.500","-99.000","-99.000","-99.000","32.100","","24.600",""
"CM0010","2019-07-04 19:00:00","68.000","80.000","0.300","29.400","-99.000","999.900","-99.000","0.000","-99.000","-99.000","-99.000","32.400","","25.700",""
"C0K500","2019-07-04 19:00:00","12.000","245.000","1.700","28.300","0.860","1006.000","-99.000","1.000","-99.000","-99.000","-99.000","32.700","","25.900",""
"C0X260","2019-07-04 19:00:00","39.000","223.000","2.200","28.300","0.880","1004.500","-99.000","2.000","-99.000","-99.000","-99.000","32.900","","26.200",""
"C0ACA0","2019-07-04 19:00:00","25.000","222.000","0.800","30.800","0.590","1002.800","-99.000","0.000","-99.000","-99.000","-99.000","32.900","","27.100",""
"C0X180","2019-07-04 19:00:00","62.000","0.000","0.000","27.300","0.990","1001.000","-99.000","3.000","-99.000","-99.000","-99.000","32.500","","25.100",""
"C0F930","2019-07-04 19:00:00","100.000","163.000","0.900","29.900","0.810","996.800","-99.000","0.000","-99.000","-99.000","-99.000","34.700","","27.700",""
"C0I010","2019-07-04 19:00:00","1562.000","69.000","0.400","19.200","0.920","848.000","-99.000","1.500","-99.000","-99.000","-99.000","24.400","","18.000",""
"C0R190","2019-07-04 19:00:00","32.000","0.000","0.100","29.300","0.890","1004.400","-99.000","4.000","-99.000","-99.000","-99.000","33.700","","24.700",""
"C0E420","2019-07-04 19:00:00","19.000","186.000","0.800","29.800","0.660","1003.100","-99.000","0.000","-99.000","-99.000","-99.000","33.200","","29.000",""
"C0W160","2019-07-04 19:00:00","49.000","221.000","7.500","26.900","0.950","998.600","-99.000","32.500","-99.000","-99.000","-99.000","27.900","","24.700",""
"C0I460","2019-07-04 19:00:00","110.000","0.000","0.100","29.300","0.750","996.200","-99.000","1.000","-99.000","-99.000","-99.000","34.300","","26.300",""
"C0A9F0","2019-07-04 19:00:00","35.000","0.000","0.000","30.700","0.670","1003.400","-99.000","0.000","-99.000","-99.000","-99.000","33.600","","26.700",""
"C0F9A0","2019-07-04 19:00:00","425.000","292.000","0.400","25.700","0.820","961.100","-99.000","1.000","-99.000","-99.000","-99.000","32.200","","24.800",""
"C0O950","2019-07-04 19:00:00","4.000","0.000","0.100","28.600","0.860","1007.300","-99.000","9.000","-99.000","-99.000","-99.000","32.600","","25.200",""
"C0M760","2019-07-04 19:00:00","40.000","247.000","1.200","28.800","0.830","1004.200","-99.000","0.000","-99.000","-99.000","-99.000","33.900","","25.900",""
"C0AH70","2019-07-04 19:00:00","34.000","84.000","2.100","31.200","0.580","1003.500","-99.000","0.000","-99.000","-99.000","-99.000","33.900","","27.500",""
"C0V250","2019-07-04 19:00:00","298.000","113.000","1.200","25.400","0.990","976.200","-99.000","3.500","-99.000","-99.000","-99.000","32.400","","22.000",""
"C0U980","2019-07-04 19:00:00","573.000","156.000","0.900","24.700","0.960","945.500","-99.000","0.000","-99.000","-99.000","-99.000","28.200","","22.200",""
"C0S740","2019-07-04 19:00:00","289.000","48.000","1.200","27.800","0.810","975.400","-99.000","0.000","-99.000","-99.000","-99.000","33.900","","23.300",""
